id,address,address,video
020400051,ГР.БУРГАС,"ГР.БУРГАС, СУ ""ИВАН ВАЗОВ""",https://evideo.bg/pe202410/02.html#020400051
020400052,ГР.БУРГАС,"ГР.БУРГАС, СУ ""ИВАН ВАЗОВ""",https://evideo.bg/pe202410/02.html#020400052
020400053,ГР.БУРГАС,"ГР.БУРГАС, СУ ""ИВАН ВАЗОВ""",https://evideo.bg/pe202410/02.html#020400053
020400054,ГР.БУРГАС,"ГР.БУРГАС, СУ ""ИВАН ВАЗОВ""",https://evideo.bg/pe202410/02.html#020400054
020400055,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЛЮБЕН КАРАВЕЛОВ""",https://evideo.bg/pe202410/02.html#020400055
020400056,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЛЮБЕН КАРАВЕЛОВ""",https://evideo.bg/pe202410/02.html#020400056
020400057,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЛЮБЕН КАРАВЕЛОВ""",https://evideo.bg/pe202410/02.html#020400057
020400058,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЛЮБЕН КАРАВЕЛОВ""",https://evideo.bg/pe202410/02.html#020400058
020400059,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЛЮБЕН КАРАВЕЛОВ""",https://evideo.bg/pe202410/02.html#020400059
020400060,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЛЮБЕН КАРАВЕЛОВ""",https://evideo.bg/pe202410/02.html#020400060
020400061,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЛЮБЕН КАРАВЕЛОВ""",https://evideo.bg/pe202410/02.html#020400061
020400062,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЛЮБЕН КАРАВЕЛОВ""",https://evideo.bg/pe202410/02.html#020400062
020400063,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЛЮБЕН КАРАВЕЛОВ""",https://evideo.bg/pe202410/02.html#020400063
020400064,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЛЮБЕН КАРАВЕЛОВ""",https://evideo.bg/pe202410/02.html#020400064
020400065,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЛЮБЕН КАРАВЕЛОВ""",https://evideo.bg/pe202410/02.html#020400065
020400066,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЛЮБЕН КАРАВЕЛОВ""",https://evideo.bg/pe202410/02.html#020400066
020400067,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЛЮБЕН КАРАВЕЛОВ""",https://evideo.bg/pe202410/02.html#020400067
020400068,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЛЮБЕН КАРАВЕЛОВ""",https://evideo.bg/pe202410/02.html#020400068
020400069,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЛЮБЕН КАРАВЕЛОВ""",https://evideo.bg/pe202410/02.html#020400069
020400070,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЛЮБЕН КАРАВЕЛОВ""",https://evideo.bg/pe202410/02.html#020400070
020400071,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""ЛЮБЕН КАРАВЕЛОВ""",https://evideo.bg/pe202410/02.html#020400071
020400072,ГР.БУРГАС,"ГР.БУРГАС, КВ.КРАЙМОРИЕ АДМИНИСТРАТИВНА СГРАДА",https://evideo.bg/pe202410/02.html#020400072
020400073,ГР.БУРГАС,"ГР.БУРГАС, КВ.КРАЙМОРИЕ АДМИНИСТРАТИВНА СГРАДА",https://evideo.bg/pe202410/02.html#020400073
020400074,ГР.БУРГАС,"ГР.БУРГАС, КВ.АКАЦИИ - ПРОФЕСИОНАЛНА ТЕХНИЧЕСКА ГИМНАЗИЯ",https://evideo.bg/pe202410/02.html#020400074
020400075,ГР.БУРГАС,"ГР.БУРГАС, КВ.АКАЦИИ - ПРОФЕСИОНАЛНА ТЕХНИЧЕСКА ГИМНАЗИЯ",https://evideo.bg/pe202410/02.html#020400075
020400076,ГР.БУРГАС,"ГР.БУРГАС, КВ.ПОБЕДА ОУ ""ХРИСТО БОТЕВ""",https://evideo.bg/pe202410/02.html#020400076
020400077,ГР.БУРГАС,"ГР.БУРГАС, КВ.ПОБЕДА ОУ ""ХРИСТО БОТЕВ""",https://evideo.bg/pe202410/02.html#020400077
020400078,ГР.БУРГАС,"ГР.БУРГАС, КВ.ПОБЕДА ОУ ""ХРИСТО БОТЕВ""",https://evideo.bg/pe202410/02.html#020400078
020400079,ГР.БУРГАС,"ГР.БУРГАС, КВ.ПОБЕДА ОУ ""ХРИСТО БОТЕВ""",https://evideo.bg/pe202410/02.html#020400079
020400080,ГР.БУРГАС,"ГР.БУРГАС, КВ.ПОБЕДА ОУ ""ХРИСТО БОТЕВ""",https://evideo.bg/pe202410/02.html#020400080
020400081,ГР.БУРГАС,"ГР.БУРГАС, КВ.ПОБЕДА ОУ ""ХРИСТО БОТЕВ""",https://evideo.bg/pe202410/02.html#020400081
020400082,ГР.БУРГАС,"ГР.БУРГАС, КВ.ПОБЕДА ОУ ""ХРИСТО БОТЕВ""",https://evideo.bg/pe202410/02.html#020400082
020400083,ГР.БУРГАС,"ГР.БУРГАС, КВ.ПОБЕДА ОУ ""ХРИСТО БОТЕВ""",https://evideo.bg/pe202410/02.html#020400083
020400084,ГР.БУРГАС,"ГР.БУРГАС, ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО КОМПЮТЪРНО ПРОГРАМИРАНЕ И ИНОВАЦИИ",https://evideo.bg/pe202410/02.html#020400084
020400085,ГР.БУРГАС,"ГР.БУРГАС, ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО КОМПЮТЪРНО ПРОГРАМИРАНЕ И ИНОВАЦИИ",https://evideo.bg/pe202410/02.html#020400085
020400086,ГР.БУРГАС,"ГР.БУРГАС, ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО КОМПЮТЪРНО ПРОГРАМИРАНЕ И ИНОВАЦИИ",https://evideo.bg/pe202410/02.html#020400086
020400087,ГР.БУРГАС,"ГР.БУРГАС, КЛУБ НА ПЕНСИОНЕРА М.С.ВЪРЛИ БРЯГ",https://evideo.bg/pe202410/02.html#020400087
020400088,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400088
020400089,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400089
020400090,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400090
020400091,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400091
020400092,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400092
020400093,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400093
020400094,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400094
020400095,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400095
020400096,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400096
020400097,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400097
020400098,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400098
020400099,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400099
020400100,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400100
020400101,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400101
020400102,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400102
020400103,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400103
020400104,ГР.БУРГАС,"ГР.БУРГАС, ОУ ""НАЙДЕН ГЕРОВ""",https://evideo.bg/pe202410/02.html#020400104
