,town,address,video
201000419,С. МЕЖДЕН,"С. МЕЖДЕН, УЛ. СТЕФАН КАРАДЖА 1, ЧИТАЛИЩЕ",https://evideo.bg/pe202410/20.html#201000419
201000420,С. ВЪРБИНО,"С. ВЪРБИНО, УЛ. ПЪРВА 2, ЧИТАЛИЩЕ",https://evideo.bg/pe202410/20.html#201000420
201000421,С. ПОЛКОВНИК ТАСЛАКОВО,"С. ПОЛКОВНИК ТАСЛАКОВО, УЛ. ПЪРВА 30, КМЕТСТВО - РИТУАЛНА ЗАЛА",https://evideo.bg/pe202410/20.html#201000421
201000422,С. КОЗЯК,"С. КОЗЯК, УЛ. ПЪРВА 35, КМЕТСТВО - ПЕНСИОНЕРСКИ КЛУБ",https://evideo.bg/pe202410/20.html#201000422
201000423,С. ПОРОЙНО,"С. ПОРОЙНО, УЛ. ВТОРА 31, РИТУАЛНА ЗАЛА",https://evideo.bg/pe202410/20.html#201000423
201000424,С. РАЗДЕЛ,"С. РАЗДЕЛ, УЛ. ПЪРВА 9, КМЕТСТВО - ПЕНСИОНЕРСКИ КЛУБ",https://evideo.bg/pe202410/20.html#201000424
201000425,С. СЕКУЛОВО,"С. СЕКУЛОВО, УЛ. ЗЛАТЕН КЛАС 1, ЧИТАЛИЩЕ",https://evideo.bg/pe202410/20.html#201000425
201000426,С. СКАЛА,"С. СКАЛА, УЛ. ТРЕТА 8, ЧИТАЛИЩЕ",https://evideo.bg/pe202410/20.html#201000426
201000427,С. ЧЕРНОЛИК,"С. ЧЕРНОЛИК, УЛ. КИРИЛ И МЕТОДИЙ 3, ОУ ПЕТЪР БЕРОН",https://evideo.bg/pe202410/20.html#201000427
201000428,С. ЧЕРНОЛИК,"С. ЧЕРНОЛИК, УЛ. ПОБЕДА 16А, ПЕНСИОНЕРСКИ КЛУБ",https://evideo.bg/pe202410/20.html#201000428
201000429,С. ПРАВДА,"С. ПРАВДА, УЛ. ЦЕНТРАЛНА 24, ОУ СВ.СВ КИРИЛ И МЕТОДИЙ",https://evideo.bg/pe202410/20.html#201000429
201000430,С. ПРАВДА,"С. ПРАВДА, УЛ. ЦЕНТРАЛНА 24, ОУ СВ.СВ КИРИЛ И МЕТОДИЙ",https://evideo.bg/pe202410/20.html#201000430
201000431,С. ЯРЕБИЦА,"С. ЯРЕБИЦА, УЛ. ПЪРВА 37, ПЕНСИОНЕРСКИ КЛУБ",https://evideo.bg/pe202410/20.html#201000431
201000432,С. ЯРЕБИЦА,"С. ЯРЕБИЦА, УЛ. ПЪРВА 35, РИТУАЛНА ЗАЛА",https://evideo.bg/pe202410/20.html#201000432
201000433,С. РУЙНО,"С. РУЙНО, УЛ. ПЪРВА 5, ПЕНСИОНЕРСКИ КЛУБ",https://evideo.bg/pe202410/20.html#201000433
201000434,С. ДОЛЕЦ,"С. ДОЛЕЦ, УЛ. ПЪРВА 47, ПЕНСИОНЕРСКИ КЛУБ",https://evideo.bg/pe202410/20.html#201000434
201000435,С. БОИЛ,"С. БОИЛ, УЛ. ПЪРВА 37, ОУ ЙОРДАН ЙОВКОВ",https://evideo.bg/pe202410/20.html#201000435
201000436,С. ОРЕШЕНЕ,"С. ОРЕШЕНЕ, УЛ. ПЪРВА 51, ПОМЕЩЕНИЕ В СГРАДАТА НА КМЕТСТВОТО",https://evideo.bg/pe202410/20.html#201000436
201000437,С. ПАИСИЕВО,"С. ПАИСИЕВО, УЛ. НЕЗАВИСИМОСТ 88А, ПЕНСИОНЕРСКИ КЛУБ",https://evideo.bg/pe202410/20.html#201000437
201000438,С. ОКОРШ,"С. ОКОРШ, УЛ. НИКОЛА ПЕТКОВ 32, ЧИТАЛИЩЕ",https://evideo.bg/pe202410/20.html#201000438
201000439,С. ОКОРШ,"С. ОКОРШ, УЛ. НИКОЛА ПЕТКОВ 49, ЦДГ",https://evideo.bg/pe202410/20.html#201000439
201000440,С. ВОКИЛ,"С. ВОКИЛ, УЛ. ВИТОША 63, ОУ АЛЕКО КОНСТАНТИНОВ",https://evideo.bg/pe202410/20.html#201000440
201000441,С. ВОКИЛ,"С. ВОКИЛ, УЛ. ВИТОША 65, ЦДГ",https://evideo.bg/pe202410/20.html#201000441
201000442,С. ОВЕН,"С. ОВЕН, УЛ. ПЪРВА 33, ЦДГ",https://evideo.bg/pe202410/20.html#201000442
201500501,С. ВОЙНОВО,"С. ВОЙНОВО, УЛ. ПЪРВА 22, КМЕТСТВО",https://evideo.bg/pe202410/20.html#201500501
201500502,С. ГОЛЕШ,"С. ГОЛЕШ, УЛ. ПЪРВА 28, УЧИЛИЩЕ",https://evideo.bg/pe202410/20.html#201500502
201500503,С. ГОЛЕШ,"С. ГОЛЕШ, УЛ. ПЪРВА 28, УЧИЛИЩЕ",https://evideo.bg/pe202410/20.html#201500503
201500504,С. ДАВИДОВО,"С. ДАВИДОВО, УЛ. ПЪРВА 9, КМЕТСТВО",https://evideo.bg/pe202410/20.html#201500504
201500505,С. ДОБРУДЖАНКА,"С. ДОБРУДЖАНКА, УЛ. ПЪРВА 28, КМЕТСТВО",https://evideo.bg/pe202410/20.html#201500505
201500506,С. ЗАРНИК,"С. ЗАРНИК, УЛ. ПЪРВА 12, ЧИТАЛИЩЕ",https://evideo.bg/pe202410/20.html#201500506
201500507,С. КАЙНАРДЖА,"С. КАЙНАРДЖА, УЛ. РАДИ ПЕРЧЕМЛИЕВ 2",https://evideo.bg/pe202410/20.html#201500507
201500508,С. КРАНОВО,"С. КРАНОВО, УЛ. ПЪРВА 33, КМЕТСТВО",https://evideo.bg/pe202410/20.html#201500508
201500509,С. ПОЛКОВНИК ЧОЛАКОВО,"С. ПОЛКОВНИК ЧОЛАКОВО, УЛ. ТРЕТА 2, КМЕТСТВО",https://evideo.bg/pe202410/20.html#201500509
201500510,С. ПОСЕВ,"С. ПОСЕВ, УЛ. ШЕСТА 2, КМЕТСТВО",https://evideo.bg/pe202410/20.html#201500510
201500511,С. СВЕТОСЛАВ,"С. СВЕТОСЛАВ, УЛ. ПЪРВА 24, КМЕТСТВО",https://evideo.bg/pe202410/20.html#201500511
201500512,С. СРЕДИЩЕ,"С. СРЕДИЩЕ, УЛ. ЦАНКО ЦЕРКОВСКИ 1, УЧИЛИЩЕ",https://evideo.bg/pe202410/20.html#201500512
201500513,С. СРЕДИЩЕ,"С. СРЕДИЩЕ, УЛ. ЦАНКО ЦЕРКОВСКИ 1, УЧИЛИЩЕ",https://evideo.bg/pe202410/20.html#201500513
203100101,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. СИМЕОН ВЕЛИКИ 133, МЛАДЕЖКИ ДОМ",https://evideo.bg/pe202410/20.html#203100101
203100102,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. СИМЕОН ВЕЛИКИ 133, МЛАДЕЖКИ ДОМ",https://evideo.bg/pe202410/20.html#203100102
203100103,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ХРИСТО СМИРНЕНСКИ 2, БИВШ ПРОФСЪЮЗЕН ДОМ",https://evideo.bg/pe202410/20.html#203100103
203100104,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ГЕН. ГУРКО 8, ДГ РАДОСТ",https://evideo.bg/pe202410/20.html#203100104
203100105,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ГЕН. ГУРКО 8, ДГ РАДОСТ",https://evideo.bg/pe202410/20.html#203100105
203100106,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ГЕН. ГУРКО 8, ДГ РАДОСТ",https://evideo.bg/pe202410/20.html#203100106
203100107,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ГЕН. ГУРКО 8, ДГ РАДОСТ",https://evideo.bg/pe202410/20.html#203100107
203100108,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ДРЪСТЪР 38, СУ Н.Й. ВАПЦАРОВ",https://evideo.bg/pe202410/20.html#203100108
203100109,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ДРЪСТЪР 38, СУ Н.Й. ВАПЦАРОВ",https://evideo.bg/pe202410/20.html#203100109
203100110,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. СЕРЕС 4, СОЦИАЛЕН КОМПЛЕКС",https://evideo.bg/pe202410/20.html#203100110
203100111,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. СЕРЕС 4, СОЦИАЛЕН КОМПЛЕКС",https://evideo.bg/pe202410/20.html#203100111
203100112,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ДРЪСТЪР 38, СУ Н.Й. ВАПЦАРОВ",https://evideo.bg/pe202410/20.html#203100112
203100113,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ДРЪСТЪР 38, СУ Н.Й. ВАПЦАРОВ",https://evideo.bg/pe202410/20.html#203100113
203100114,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ДРЪСТЪР 38, СУ Н.Й. ВАПЦАРОВ",https://evideo.bg/pe202410/20.html#203100114
203100115,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ПИРИН 11, ДНЕВЕН ЦЕНТЪР ЗА ДЕЦА С ТЕЖКИ И МНОЖЕСТВЕНИ УВРЕЖДАНИЯ И ТЕХНИТЕ СЕМЕЙСТВА",https://evideo.bg/pe202410/20.html#203100115
203100116,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. БЕСАРАБИЯ 26, ЧИТАЛИЩЕ КИРИЛ И МЕТОДИЙ",https://evideo.bg/pe202410/20.html#203100116
203100117,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ДОБРИЧ 76, ОУ ИВАН ВАЗОВ",https://evideo.bg/pe202410/20.html#203100117
203100118,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ДОБРИЧ 76, ОУ ИВАН ВАЗОВ",https://evideo.bg/pe202410/20.html#203100118
203100119,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ИВАН ВАСИЛЕВ 40, РЕСТОРАНТ РЕЛАКС",https://evideo.bg/pe202410/20.html#203100119
203100120,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ОДЕСА, НАД ХРАН. МАГАЗИН НИКИ",https://evideo.bg/pe202410/20.html#203100120
203100121,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ПИРИН 11, ДНЕВЕН ЦЕНТЪР ЗА ДЕЦА С ТЕЖКИ И МНОЖЕСТВЕНИ УВРЕЖДАНИЯ И ТЕХНИТЕ СЕМЕЙСТВА",https://evideo.bg/pe202410/20.html#203100121
203100122,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ДОБРИЧ 76, ОУ ИВАН ВАЗОВ",https://evideo.bg/pe202410/20.html#203100122
203100123,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. АНГЕЛ КЪНЧЕВ 65, ЦДГ ИГЛИКА - 2 НА ГЪРБА НА МАГ. ХМЕЛНИЦКИ",https://evideo.bg/pe202410/20.html#203100123
203100124,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. АНГЕЛ КЪНЧЕВ 65, ЦДГ ИГЛИКА - 2 НА ГЪРБА НА МАГ. ХМЕЛНИЦКИ",https://evideo.bg/pe202410/20.html#203100124
203100125,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. АНГЕЛ КЪНЧЕВ 65, ЦДГ ИГЛИКА - 2 НА ГЪРБА НА МАГ. ХМЕЛНИЦКИ",https://evideo.bg/pe202410/20.html#203100125
203100126,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. АНГЕЛ КЪНЧЕВ 65, ЦДГ ИГЛИКА - 2 НА ГЪРБА НА МАГ. ХМЕЛНИЦКИ",https://evideo.bg/pe202410/20.html#203100126
203100127,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. БОЙКА ВОЙВОДА 20, ЕГ П. К. ЯВОРОВ",https://evideo.bg/pe202410/20.html#203100127
203100128,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. БОЙКА ВОЙВОДА 20, ЕГ П. К. ЯВОРОВ",https://evideo.bg/pe202410/20.html#203100128
203100129,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. БОЙКА ВОЙВОДА 20, ЕГ П. К. ЯВОРОВ",https://evideo.bg/pe202410/20.html#203100129
203100130,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ДОБРИЧ 76, ОУ ИВАН ВАЗОВ",https://evideo.bg/pe202410/20.html#203100130
203100131,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ДОБРИЧ 76, ОУ ИВАН ВАЗОВ",https://evideo.bg/pe202410/20.html#203100131
203100132,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ПЕТЪР БОЯДЖИЕВ 29, ПГМТ ВЛАДИМИР КОМАРОВ",https://evideo.bg/pe202410/20.html#203100132
203100133,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. Д-Р АНАСТАС ЯНКОВ 39, ЦДГ ДОБРУДЖА",https://evideo.bg/pe202410/20.html#203100133
203100134,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. Д-Р АНАСТАС ЯНКОВ 39, ЦДГ ДОБРУДЖА",https://evideo.bg/pe202410/20.html#203100134
203100135,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ЧЕРНО МОРЕ 10А, СПОРТНО УЧИЛИЩЕ ДРЪСТЪР",https://evideo.bg/pe202410/20.html#203100135
203100136,ГР. СИЛИСТРА,"ГР. СИЛИСТРА, УЛ. ЧЕРНО МОРЕ 10А, СПОРТНО УЧИЛИЩЕ ДРЪСТЪР",https://evideo.bg/pe202410/20.html#203100136
